price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state
21000,2015.0,13,3,5,2,82000.0,1,0,0,0,10,16
3299,2008.0,36,2,3,2,140965.0,0,0,1,4,9,42
5995,2013.0,10,3,3,2,88000.0,5,0,1,9,9,32
39995,2019.0,34,3,6,2,8046.0,0,0,0,10,1,48
5999,2007.0,16,0,3,2,174010.0,0,0,0,0,1,35
5900,2007.0,32,2,5,2,105000.0,0,0,1,2,0,38
24900,2007.0,34,0,5,0,89000.0,0,0,2,8,1,12
19990,2014.0,13,2,5,2,32104.0,0,2,2,3,0,27
21500,2016.0,13,0,5,2,46057.0,0,0,2,11,9,27
21000,2012.0,20,0,5,2,80000.0,5,0,0,7,0,27
4295,2012.0,31,2,3,2,137000.0,0,0,1,9,0,43
3700,2005.0,16,2,3,2,233000.0,0,0,0,0,5,36
11995,2009.0,26,0,6,2,110867.0,0,0,0,0,10,31
7875,2009.0,0,2,5,2,135190.0,0,0,0,0,10,14
1500,1992.0,10,1,6,2,131000.0,0,0,0,0,4,37
1500,1997.0,16,2,3,2,248000.0,0,0,1,3,4,16
1300,1988.0,7,2,6,2,90000.0,0,0,2,11,1,34
15500,2013.0,13,0,6,2,63000.0,0,0,0,8,11,5
5995,2013.0,17,0,3,2,100420.0,0,1,1,9,0,13
5000,2007.0,39,2,5,2,162303.0,0,0,1,9,1,17
4200,2003.0,13,0,5,2,163000.0,5,0,2,2,9,37
1000,2003.0,13,1,6,2,220000.0,0,0,0,8,1,48
6695,2004.0,39,2,5,2,176332.0,0,0,1,0,8,18
2200,2005.0,8,2,5,2,174000.0,0,0,0,0,1,23
11950,2016.0,31,0,5,2,134953.0,0,0,1,0,9,36
33500,2015.0,7,2,6,2,105886.0,0,0,2,0,10,1
13850,2016.0,31,3,3,2,75736.0,0,0,1,9,10,2
10000,2009.0,7,2,6,2,126507.0,0,0,0,8,0,38
25323,2007.0,7,0,6,0,116146.0,0,0,0,10,8,12
8880,2009.0,40,3,3,2,70300.0,0,0,1,0,10,40
15000,2014.0,14,0,5,2,90000.0,0,0,0,0,5,30
5500,2005.0,31,2,6,2,140204.0,0,0,0,0,3,38
8995,2012.0,17,0,5,2,130525.0,0,0,0,0,9,19
17990,2007.0,20,2,5,2,156940.0,0,0,0,0,1,28
16500,2012.0,4,0,5,2,49400.0,0,0,2,9,0,4
3500,2002.0,8,2,5,2,120000.0,0,0,1,9,9,40
13590,2014.0,8,2,5,2,95616.0,0,0,1,11,9,34
3995,2011.0,7,0,3,2,134622.0,0,0,1,9,0,45
17000,2013.0,7,3,6,2,3500.0,0,1,2,3,3,26
4000,2008.0,31,2,3,2,1340000.0,0,0,1,9,5,39
32000,2015.0,29,0,3,2,38000.0,0,1,0,9,10,45
35900,2015.0,13,3,6,0,173000.0,0,0,0,10,0,10
13500,2008.0,10,0,6,2,92130.0,0,0,2,9,9,9
12800,2014.0,34,0,6,2,132000.0,1,0,2,10,10,47
1500,1985.0,24,2,6,2,94365.0,0,0,2,9,1,49
12206,2016.0,7,0,3,2,47833.0,0,0,1,9,9,4
29981,2017.0,13,3,5,2,30024.0,0,0,2,10,5,9
12500,2004.0,40,2,0,0,123000.0,0,0,0,0,9,10
5995,2005.0,23,0,5,2,218345.0,0,0,1,0,0,1
7650,2013.0,31,2,3,2,135000.0,0,0,1,9,0,12
14985,2015.0,20,0,5,2,114850.0,0,0,0,0,4,34
20000,1982.0,7,0,6,2,69500.0,0,0,2,7,8,22
8001,2011.0,20,0,5,2,115185.0,0,0,2,0,9,3
2500,2001.0,31,0,3,2,111000.0,0,1,1,9,2,19
17800,2011.0,13,0,5,2,115669.0,0,0,2,8,2,22
7300,2012.0,17,0,3,2,122828.0,0,0,1,9,8,38
3500,2002.0,14,0,5,2,191336.0,0,0,0,0,5,23
6999,2009.0,7,2,6,2,194000.0,0,0,2,11,10,4
15995,2013.0,14,0,6,2,168913.0,0,0,0,0,0,13
8500,2014.0,7,0,3,2,73100.0,0,0,1,9,1,21
1000,2006.0,4,1,5,2,210000.0,0,0,0,0,9,5
6750,2012.0,7,2,3,2,115377.0,0,0,2,8,10,37
14995,2011.0,26,3,5,2,102025.0,0,0,0,0,10,19
12900,2001.0,7,0,6,2,116740.0,0,0,2,2,9,31
5995,2012.0,13,2,5,2,113000.0,0,0,1,9,9,38
34750,2020.0,14,0,6,2,840.0,0,0,0,8,5,41
30888,2016.0,20,0,5,2,55327.0,0,0,0,2,9,9
14995,2011.0,14,0,6,2,137356.0,0,0,0,10,9,43
17998,2003.0,20,0,5,2,89977.0,0,1,0,0,8,33
23990,2018.0,16,2,5,2,33811.0,0,2,1,11,9,14
5200,2005.0,31,0,5,2,137.0,0,0,2,0,10,3
24950,2017.0,13,0,5,2,62355.0,0,0,2,11,10,10
7500,2015.0,31,0,3,2,79000.0,4,0,1,9,5,38
1695,2006.0,7,2,3,2,201000.0,0,0,1,9,1,35
5950,2015.0,29,0,3,2,81738.0,0,0,1,9,5,43
25000,2014.0,13,2,5,2,72500.0,0,0,0,10,10,45
5295,2006.0,13,0,3,2,152000.0,0,0,1,4,5,46
13550,2014.0,21,0,3,2,70036.0,0,0,1,9,0,45
4500,2006.0,5,0,5,2,93742.0,4,0,1,9,2,16
3999,2005.0,8,2,3,2,108269.0,0,0,1,3,5,5
2495,2009.0,7,1,5,2,248762.0,0,0,1,9,1,22
4500,2007.0,7,2,5,2,132145.0,0,0,1,9,8,34
8000,2008.0,7,2,6,2,289831.0,0,0,2,10,10,45
17999,1995.0,29,0,3,0,104705.0,0,0,0,11,1,32
33500,2018.0,34,3,6,2,44400.0,0,0,0,10,5,2
16500,2010.0,7,0,6,2,116101.0,0,1,2,3,0,15
7395,2013.0,10,2,3,2,93918.0,0,0,1,9,8,11
2880,2007.0,10,2,3,2,180000.0,0,0,1,7,0,43
11777,2013.0,6,0,5,2,124963.0,0,0,1,9,0,37
13999,2010.0,14,0,6,2,145658.0,0,0,0,8,10,35
4995,2007.0,39,2,3,2,167000.0,0,0,1,9,1,41
21990,2008.0,13,2,6,2,71743.0,0,0,2,10,10,31
17800,2012.0,13,0,6,0,266538.0,0,0,0,10,10,9
3100,2006.0,14,2,5,2,142000.0,0,0,0,0,9,35
3799,2004.0,27,3,5,2,139000.0,0,0,1,9,3,20
13200,2014.0,39,0,3,2,36381.0,0,0,1,4,9,11
21000,2013.0,13,3,3,2,43465.0,0,0,0,9,10,34
19990,2016.0,7,2,5,2,55494.0,0,2,1,7,10,5
15995,2013.0,13,0,3,2,64327.0,0,0,0,0,9,48
6995,2007.0,4,0,5,2,153626.0,0,0,2,2,9,45
9500,2010.0,6,0,5,2,124002.0,0,0,0,0,2,45
9995,2010.0,13,0,5,2,112189.0,0,0,1,0,0,35
4950,1999.0,34,2,6,2,220000.0,0,0,2,10,10,4
10795,2011.0,16,0,5,2,118084.0,0,0,1,11,5,38
10500,2016.0,7,0,3,2,95000.0,0,0,1,0,1,17
5600,2009.0,25,2,3,2,168765.0,0,0,1,9,10,37
20750,2016.0,34,0,6,2,58500.0,1,0,2,10,1,15
4900,2009.0,17,3,3,2,108.0,0,0,1,9,0,3
9250,2013.0,13,3,5,2,138609.0,0,0,0,0,4,33
15950,1984.0,13,2,6,2,78500.0,0,0,2,2,10,10
12995,2010.0,4,0,5,2,87016.0,0,0,0,0,0,32
48590,2019.0,34,2,6,2,14470.0,0,2,0,8,5,22
3900,2006.0,16,2,3,2,180.0,0,0,1,9,5,10
19800,2008.0,13,3,6,0,200000.0,0,0,0,10,10,19
2995,2006.0,31,2,5,2,240000.0,0,0,1,5,9,42
3000,2005.0,13,1,6,2,234000.0,0,0,0,8,9,23
14590,2013.0,31,2,5,2,65202.0,0,0,1,9,0,4
17995,2013.0,7,2,6,2,104822.0,0,0,0,10,9,46
44999,2016.0,7,2,6,2,44880.0,0,0,2,3,8,3
4500,1995.0,7,2,6,2,220000.0,0,0,2,8,3,9
3995,2001.0,39,2,3,2,164000.0,0,0,1,9,5,37
4500,2008.0,32,2,5,2,71500.0,0,0,1,9,9,34
12995,2016.0,13,0,3,2,69000.0,0,0,0,0,10,36
3995,2007.0,32,0,3,2,161113.0,0,0,1,9,5,4
39958,2015.0,14,0,6,2,58877.0,0,0,0,0,9,50
6550,2011.0,40,0,3,2,105558.0,0,0,1,0,10,9
4500,2003.0,13,2,3,2,101000.0,0,0,1,2,1,31
64000,2019.0,7,0,6,2,55000.0,0,1,2,3,11,38
11995,2011.0,10,2,5,2,149000.0,0,0,0,0,4,22
7000,2012.0,17,0,3,2,100000.0,0,0,1,9,9,3
7495,2006.0,3,2,3,2,74413.0,0,0,1,3,9,38
26500,2016.0,7,0,6,2,91721.0,1,0,0,8,0,38
3500,2013.0,7,2,6,2,150000.0,0,1,0,8,3,44
20000,2016.0,13,3,3,2,49251.0,0,0,0,0,9,4
7999,2014.0,17,0,3,2,66710.0,4,0,1,4,9,40
9200,2010.0,39,0,3,3,51814.0,0,0,1,4,10,24
4000,2005.0,13,0,3,2,115000.0,0,0,1,4,10,9
4300,2008.0,27,2,3,2,175796.0,0,0,1,9,1,35
8900,2017.0,13,2,3,2,94000.0,4,0,1,0,1,12
5000,2007.0,10,0,5,2,177000.0,0,0,0,0,8,40
11900,2018.0,39,0,3,2,65000.0,0,0,1,4,0,34
4995,2008.0,10,2,5,2,184038.0,0,0,0,0,10,34
13750,1988.0,13,0,3,2,74979.0,0,1,2,3,8,9
28000,2016.0,13,0,6,0,206354.0,0,0,0,10,10,9
2000,2002.0,39,2,3,2,192000.0,0,0,2,8,4,34
18900,2006.0,13,2,5,2,69061.0,0,1,2,3,1,48
5900,2009.0,13,2,3,2,153000.0,0,1,1,9,5,6
14800,2011.0,26,0,6,2,136699.0,0,0,0,0,0,12
3500,2005.0,10,2,5,2,157619.0,0,1,2,10,9,31
15950,2004.0,20,0,5,2,83224.0,4,1,0,0,11,38
15990,2013.0,20,2,5,2,77805.0,0,2,0,0,5,34
15500,2014.0,34,0,6,2,138159.0,0,0,0,10,10,32
4700,2009.0,28,2,3,2,169073.0,0,1,1,12,11,24
33955,2019.0,13,0,5,2,17929.0,0,0,2,11,10,20
10500,2012.0,13,2,6,0,240000.0,0,0,0,8,1,34
19500,2013.0,32,2,6,2,98000.0,0,0,2,3,8,5
11500,1994.0,14,0,6,2,142000.0,0,0,2,10,8,35
9500,2002.0,39,0,5,2,151500.0,0,0,0,8,9,6
18995,2009.0,13,0,6,0,239000.0,0,0,0,10,10,34
12999,2005.0,13,2,0,2,62243.0,0,0,2,11,10,35
23990,2017.0,10,2,5,2,61468.0,0,2,2,3,0,35
16500,2015.0,40,0,3,0,29750.0,1,1,0,12,5,1
7450,2007.0,7,0,6,2,180000.0,0,0,2,10,2,22
7995,2006.0,14,1,6,2,128000.0,0,0,0,10,8,16
2995,2000.0,39,2,5,2,165000.0,0,0,1,9,9,45
55975,2019.0,7,0,6,2,41500.0,0,0,0,0,0,23
36900,2020.0,34,0,6,2,0.0,0,0,2,10,10,4
45000,2017.0,13,0,6,2,35956.0,0,0,0,8,10,13
11900,2015.0,13,0,3,2,74950.0,0,0,1,0,0,22
9495,2016.0,7,0,3,2,87500.0,0,0,1,9,1,35
9800,2013.0,26,0,6,2,77000.0,0,0,2,3,10,31
16900,2013.0,26,3,5,2,82000.0,0,0,0,0,5,38
8999,2008.0,23,0,6,2,230168.0,0,0,2,9,9,4
3000,2013.0,13,1,5,0,263383.0,0,1,2,10,8,26
15500,1996.0,13,2,6,2,195000.0,0,0,0,0,6,9
1000,2003.0,41,1,3,2,214943.0,0,0,1,9,9,4
21995,2011.0,7,0,6,2,109292.0,0,0,0,10,0,23
11500,2001.0,3,2,5,2,165351.0,0,1,0,12,0,9
7900,2010.0,8,0,5,2,134100.0,0,0,1,5,10,31
15995,2016.0,20,0,3,2,34000.0,0,0,1,0,9,3
6995,2011.0,10,2,5,2,121564.0,0,0,1,0,0,12
16758,2016.0,20,2,3,2,60811.0,0,0,0,0,0,48
23900,2016.0,13,0,6,2,129699.0,0,0,0,10,10,15
23877,2017.0,13,0,5,2,53078.0,0,0,2,11,10,20
3900,1997.0,16,2,3,2,179000.0,0,1,1,3,9,29
6500,1998.0,13,2,6,0,204625.0,0,1,2,7,10,36
5495,2012.0,7,2,3,2,159596.0,0,0,1,9,5,23
7000,2008.0,13,2,0,2,271000.0,0,0,0,10,10,24
9800,2006.0,4,0,6,2,119897.0,4,0,0,0,0,38
18988,2017.0,21,3,3,3,33500.0,0,0,1,9,10,36
11990,2008.0,14,0,6,2,172000.0,0,0,0,0,3,23
7995,2013.0,21,0,3,2,118904.0,0,0,1,0,0,39
2000,2000.0,13,2,5,2,163212.0,0,0,2,3,8,43
4750,2009.0,8,0,5,2,155797.0,0,0,1,5,8,9
9995,2013.0,13,2,3,2,95561.0,0,0,1,0,5,22
6495,2009.0,39,0,3,2,136000.0,0,0,0,12,8,39
37000,2013.0,5,0,6,2,86000.0,0,0,2,2,2,15
11900,2009.0,6,2,6,2,140000.0,0,0,2,0,0,27
5300,2006.0,13,2,5,2,188489.0,0,0,0,0,8,31
10749,2009.0,14,0,6,3,121282.0,0,0,2,0,5,5
6000,2005.0,14,2,6,2,189300.0,0,0,0,0,1,29
6750,2001.0,26,0,3,2,107300.0,0,0,2,2,8,38
8500,2005.0,7,2,6,0,155000.0,0,0,0,10,0,31
3700,2006.0,16,2,5,2,178600.0,0,0,1,9,9,38
10500,2014.0,31,0,3,2,121500.0,0,0,1,0,0,43
17900,2007.0,13,0,6,2,186382.0,0,0,2,10,10,5
44990,2018.0,39,2,6,2,12741.0,0,2,0,8,10,6
2995,2008.0,8,0,3,2,140523.0,0,0,1,4,0,31
2500,2007.0,13,3,3,2,141000.0,0,0,1,9,5,23
9995,2012.0,4,0,5,2,102000.0,4,0,0,0,1,16
11500,2008.0,31,2,5,2,84.0,0,0,0,10,5,34
2995,2004.0,17,0,3,2,138400.0,0,0,1,9,9,36
5850,2013.0,16,2,3,2,118000.0,0,1,1,9,5,31
6000,1988.0,31,2,3,2,74939.0,0,0,1,4,10,4
6490,2008.0,7,0,5,2,81595.0,0,0,1,0,9,38
9495,2010.0,39,0,3,3,97000.0,0,0,1,9,1,3
6999,2010.0,10,0,6,2,163000.0,0,0,2,9,10,27
9995,2005.0,14,0,6,2,165283.0,0,0,2,10,5,37
3300,2005.0,37,2,3,2,117000.0,0,0,0,12,1,38
6999,2007.0,39,3,5,2,150000.0,0,0,0,0,9,39
18500,2016.0,4,3,3,2,41000.0,0,0,1,9,5,4
4200,2005.0,20,0,6,2,152000.0,0,0,0,0,0,6
26100,2017.0,20,0,5,2,24685.0,0,0,0,0,8,31
9900,2016.0,31,0,3,2,76452.0,0,0,1,9,5,42
12990,2016.0,17,0,3,2,62000.0,4,0,1,9,0,34
21500,2004.0,26,0,6,2,71800.0,0,0,2,2,9,34
6700,2009.0,37,0,3,2,125118.0,0,0,0,12,10,13
3000,2006.0,32,0,5,2,151367.0,0,0,1,9,1,35
14995,2016.0,7,2,3,2,35623.0,0,0,1,9,10,32
1500,2002.0,8,2,3,2,160000.0,0,1,1,2,9,22
15999,2017.0,39,0,3,2,53000.0,0,0,1,9,8,35
8750,2007.0,3,0,6,2,99000.0,0,0,0,0,5,23
7500,2010.0,4,0,5,2,137.0,0,0,2,9,5,4
3995,2008.0,39,2,3,2,130450.0,0,0,1,4,1,6
39998,2016.0,7,0,6,0,54426.0,5,0,0,8,9,4
4500,2010.0,21,0,3,2,155906.0,0,0,1,0,9,35
12995,2016.0,21,0,3,2,42594.0,0,0,1,9,1,19
11490,2012.0,40,0,3,0,51818.0,0,0,1,9,9,2
11800,2014.0,7,3,3,2,87300.0,0,0,0,0,10,4
24500,2014.0,20,0,5,2,28521.0,1,0,0,0,3,43
6995,2011.0,13,0,5,2,180000.0,0,0,0,12,3,38
28823,2014.0,7,0,6,2,130057.0,0,0,0,10,10,24
5950,2005.0,41,0,4,2,132000.0,0,1,0,12,10,33
4950,1999.0,16,2,3,2,143969.0,0,0,0,0,4,0
4300,2010.0,39,0,3,2,164000.0,0,0,1,4,1,4
6950,2008.0,16,2,3,2,125000.0,0,0,1,3,9,32
24200,2018.0,7,0,6,2,43901.0,0,0,2,11,9,12
5400,2009.0,17,2,5,2,77915.0,4,0,1,9,0,27
4900,1996.0,25,2,3,2,145000.0,0,0,2,2,8,42
7495,2013.0,7,0,3,2,37000.0,0,1,1,4,4,9
7495,2008.0,16,2,3,2,171699.0,0,0,0,0,1,38
33775,2019.0,37,0,3,2,20175.0,0,0,0,0,0,22
4650,2005.0,39,2,3,2,161000.0,0,0,1,9,9,23
8995,2016.0,31,3,5,2,109809.0,0,0,1,9,10,24
11900,2016.0,7,0,3,2,96590.0,0,0,1,9,9,22
11995,2011.0,8,0,5,2,86749.0,0,0,1,5,1,47
18000,1995.0,4,0,6,2,83250.0,0,0,2,3,4,5
6995,2007.0,13,0,5,2,159773.0,0,0,0,0,8,31
17995,2010.0,13,0,6,0,147000.0,0,0,0,8,0,46
3500,2005.0,40,0,3,2,116322.0,0,0,1,4,10,10
26000,2011.0,13,0,6,2,19920.0,0,1,2,3,9,13
4500,2009.0,17,0,3,2,155.0,0,0,1,9,1,42
3800,2005.0,20,2,5,2,181840.0,0,0,0,0,9,35
8200,2014.0,20,2,3,2,64000.0,0,0,0,0,8,28
9500,2012.0,26,2,3,2,96000.0,0,0,1,9,0,42
14995,2016.0,7,0,3,2,38050.0,4,0,0,0,0,21
12900,2008.0,20,2,5,2,188904.0,0,0,0,12,9,46
6500,2007.0,13,2,6,2,156000.0,4,0,2,0,0,42
14999,2013.0,37,0,3,2,103000.0,0,1,0,9,1,46
5000,2008.0,8,0,6,2,153000.0,0,0,2,9,0,46
7995,2014.0,13,3,3,2,113000.0,0,0,1,9,9,22
16500,2015.0,4,0,3,2,69200.0,0,0,0,9,10,31
3850,2003.0,16,0,5,2,1470000.0,0,0,1,9,9,31
12500,2012.0,13,0,6,2,158000.0,1,0,0,8,10,36
4500,2019.0,13,3,5,2,21800.0,0,0,2,11,10,42
4500,2008.0,16,2,5,2,212000.0,0,0,0,0,9,34
37495,2016.0,14,2,6,2,70694.0,0,0,0,10,10,22
3000,2007.0,21,2,3,2,100000.0,0,0,1,7,9,22
29272,2019.0,39,0,5,2,44918.0,0,0,1,11,9,42
5900,2007.0,13,0,5,2,162700.0,0,0,2,0,10,40
9000,2010.0,14,2,6,3,210000.0,0,0,2,0,0,1
7995,2010.0,31,0,3,2,144295.0,0,0,0,0,5,27
6995,2007.0,7,2,5,2,117000.0,0,0,0,0,0,34
1700,2004.0,7,2,5,2,225000.0,0,0,1,9,10,47
10988,2016.0,17,3,3,2,80111.0,0,0,1,9,1,4
5595,2013.0,7,0,3,2,149640.0,0,0,1,9,1,14
8800,2013.0,17,2,3,2,65800.0,0,0,1,4,8,35
13900,2003.0,13,0,0,2,178700.0,1,0,0,8,10,26
22990,2008.0,13,2,6,2,48474.0,0,0,2,10,10,12
9995,2007.0,16,3,3,2,68951.0,0,0,0,0,8,34
11995,2016.0,13,0,3,2,46098.0,0,0,1,9,8,12
31500,2020.0,13,3,5,2,1969.0,0,0,2,10,9,4
18995,2018.0,37,3,3,2,8000.0,4,0,0,0,4,46
18900,2014.0,20,0,5,2,90151.0,0,0,0,0,10,30
14450,2013.0,16,0,3,2,110000.0,0,0,0,0,0,27
14900,2018.0,21,2,3,2,86063.0,0,2,1,9,10,4
4495,2005.0,17,0,5,2,124450.0,0,0,0,7,0,19
20999,2007.0,34,0,5,0,177172.0,0,0,0,10,10,37
3500,1995.0,32,2,2,2,120000.0,0,1,2,2,8,22
4850,2007.0,13,0,5,2,190000.0,0,0,2,0,0,43
7900,2010.0,16,0,5,2,136200.0,0,0,1,9,0,19
41990,2019.0,34,2,5,2,13070.0,0,2,0,8,8,4
7900,2013.0,10,3,5,2,68497.0,0,0,2,9,1,6
19000,2006.0,34,2,5,0,245000.0,1,0,0,10,8,15
15995,2016.0,10,0,5,2,32463.0,0,0,1,5,1,48
8800,2010.0,40,3,3,2,122000.0,0,0,1,9,10,35
12900,2014.0,16,0,3,2,100500.0,0,0,1,9,9,20
5600,2011.0,13,0,3,2,96196.0,0,0,1,4,5,23
3500,2004.0,16,0,3,2,228300.0,0,0,1,9,5,6
2995,2003.0,0,0,5,2,219024.0,0,0,1,9,0,31
21000,2011.0,34,0,6,2,125000.0,0,0,0,10,8,48
3950,2002.0,7,2,5,2,140663.0,0,0,0,0,5,48
4995,2011.0,13,0,3,2,96090.0,0,0,1,9,7,9
22000,2005.0,16,0,3,2,63500.0,0,1,2,2,9,31
5495,2002.0,31,2,5,2,142527.0,0,0,0,10,10,8
4000,2004.0,3,0,5,2,118000.0,0,0,0,9,0,14
5900,2008.0,35,1,6,2,233783.0,5,0,0,0,5,38
2900,2005.0,20,2,5,2,181000.0,0,0,0,0,0,5
40590,2018.0,39,2,5,2,24032.0,0,2,0,8,6,1
8950,2015.0,10,0,5,2,125009.0,0,0,1,11,9,24
3500,2005.0,7,2,5,2,202000.0,0,0,1,0,10,9
6700,2013.0,17,0,5,2,122343.0,0,0,1,9,0,40
10000,2003.0,13,2,6,0,196003.0,0,0,1,10,10,34
45000,2017.0,13,3,5,2,17000.0,0,0,1,0,8,4
7500,2010.0,13,3,5,2,122502.0,0,0,0,0,0,31
8899,2013.0,31,0,3,2,69611.0,0,0,1,9,1,34
3600,2003.0,23,2,5,2,174325.0,0,2,2,9,9,5
15000,2019.0,16,3,3,2,6317.0,4,0,1,9,10,9
16900,2018.0,34,0,3,2,26328.0,0,0,1,11,10,34
30180,2018.0,23,0,5,2,27977.0,0,0,1,9,8,12
4500,2006.0,13,1,6,0,138000.0,0,0,0,10,1,39
14000,2007.0,13,2,6,2,32600.0,0,1,2,3,0,9
4595,2008.0,7,0,5,2,141460.0,0,0,1,9,2,48
79989,2020.0,6,0,6,2,3345.0,0,0,0,0,10,1
34950,2016.0,34,0,5,0,113925.0,0,0,0,10,10,4
4995,2008.0,5,2,6,2,98172.0,0,0,2,9,10,32
5800,2007.0,13,0,6,2,216124.0,0,0,2,0,10,36
2495,2002.0,13,2,3,2,125000.0,0,1,1,3,4,19
5800,2010.0,10,2,5,2,151000.0,0,0,1,0,2,14
35990,2019.0,39,2,5,2,14999.0,0,2,0,8,10,4
10590,2009.0,5,2,5,4,74401.0,0,2,1,9,10,4
1750,2001.0,13,2,5,2,171467.0,0,0,1,0,4,35
7995,2013.0,16,0,3,2,117640.0,0,0,1,3,9,46
20500,2019.0,5,3,3,2,12456.0,0,0,0,0,5,48
35000,2015.0,37,4,3,2,34000.0,0,1,0,9,10,31
3488,1986.0,13,2,5,0,260000.0,0,0,2,10,4,25
1300,2006.0,10,2,5,2,230000.0,0,0,1,5,1,36
13000,2013.0,13,2,6,2,15715.0,0,1,2,3,3,22
16995,2014.0,34,0,6,2,149000.0,0,0,0,8,0,19
7900,2008.0,39,2,5,2,114000.0,0,0,0,0,0,19
5700,2006.0,16,2,3,2,150000.0,0,1,1,3,1,38
6995,2010.0,17,0,3,2,110528.0,0,0,1,9,9,9
6995,2009.0,40,0,3,2,97000.0,0,0,0,0,9,43
5000,2010.0,39,0,3,3,183703.0,0,0,0,4,0,43
7490,2008.0,0,0,5,2,166061.0,0,0,0,0,0,45
11500,1992.0,13,0,6,2,70500.0,0,1,2,2,4,14
5500,2010.0,13,2,5,2,206000.0,0,0,2,11,10,19
6995,2007.0,16,2,5,2,135342.0,0,0,0,0,9,8
3000,2000.0,27,1,5,2,172000.0,0,0,0,0,1,4
5700,2012.0,40,0,4,2,121000.0,0,0,1,9,1,5
12000,2016.0,17,0,3,2,47861.0,0,0,1,9,9,31
2000,2007.0,7,2,6,2,170.0,0,0,2,0,9,43
12950,2003.0,13,0,6,2,128000.0,0,0,0,0,2,35
5495,2003.0,13,0,6,2,84135.0,0,0,2,11,10,46
14387,2010.0,34,0,6,2,116240.0,0,0,0,8,10,26
3495,2005.0,13,2,3,2,164195.0,0,0,1,9,8,5
12995,2015.0,13,0,3,2,74927.0,0,0,1,0,10,4
2000,1995.0,13,1,6,2,200000.0,0,0,2,10,10,17
28999,2014.0,39,2,5,2,96097.0,0,1,0,0,0,0
12750,2015.0,7,0,3,2,63500.0,0,0,1,4,9,27
3150,2002.0,36,3,3,2,39710.0,0,0,1,9,5,31
16900,2013.0,13,0,6,2,1200.0,0,1,2,9,3,23
18250,2017.0,13,0,5,2,63767.0,0,0,2,11,10,1
13900,2015.0,39,3,3,3,12650.0,4,0,1,4,9,40
12100,2017.0,40,0,3,2,27056.0,0,0,1,9,1,4
11995,2012.0,10,0,5,2,94065.0,0,0,1,5,1,34
7999,2010.0,31,0,3,2,75679.0,0,0,1,0,10,12
31500,2014.0,20,3,5,2,36100.0,0,0,0,0,0,34
28745,2019.0,13,3,5,2,16820.0,0,0,2,11,10,6
25000,2004.0,13,2,6,2,20300.0,0,0,2,10,10,31
37968,2016.0,7,0,6,2,68221.0,0,0,0,0,9,50
3300,2001.0,39,0,5,2,158542.0,0,0,1,9,0,35
17995,2017.0,31,2,5,2,93303.0,0,0,1,9,0,48
10900,2012.0,10,2,5,2,122654.0,0,0,2,9,10,48
9995,2014.0,40,2,3,2,72616.0,0,0,1,9,0,37
35950,2019.0,13,3,6,2,32074.0,0,0,2,2,9,12
5999,2005.0,14,2,6,2,176400.0,0,0,0,0,10,27
7999,2006.0,16,0,3,2,120713.0,0,1,0,0,4,3
3495,2007.0,41,0,4,2,142501.0,0,0,1,9,5,43
21988,2019.0,34,3,5,2,58000.0,0,0,2,10,0,36
9500,2003.0,13,0,6,2,165919.0,0,0,2,8,0,45
6499,2004.0,34,0,6,2,166530.0,0,0,2,10,1,5
6500,2008.0,26,0,6,2,168590.0,0,0,0,0,0,37
14000,2013.0,20,2,5,2,135500.0,0,0,0,0,8,15
15750,2013.0,34,0,6,2,132668.0,0,0,0,8,9,41
9000,2009.0,4,0,5,2,87400.0,0,1,2,3,5,19
27645,2015.0,13,0,5,2,67.0,0,0,1,5,10,4
3000,2006.0,17,1,3,2,135000.0,0,0,1,0,0,22
16000,2002.0,13,0,6,0,152000.0,0,0,0,8,9,13
17000,2008.0,10,2,5,0,171000.0,4,0,0,8,1,0
4500,2003.0,39,0,3,2,184000.0,0,0,1,9,1,38
1600,1983.0,37,2,3,2,269500.0,0,1,0,12,9,47
1000,1997.0,7,2,5,2,203000.0,0,0,2,8,4,35
20000,2011.0,7,0,6,2,111360.0,0,0,2,3,11,4
5995,2004.0,7,2,5,2,127609.0,0,0,1,3,8,12
13900,2014.0,39,2,5,2,161350.0,0,0,0,0,5,43
38500,2019.0,13,3,5,2,5516.0,0,0,2,11,10,38
7400,2013.0,31,0,3,2,85086.0,4,0,1,9,0,48
7000,2016.0,17,2,3,2,74500.0,4,0,1,9,0,14
34990,2011.0,13,2,5,0,84317.0,0,0,2,10,11,7
3200,2002.0,16,2,3,2,190000.0,0,0,1,3,8,20
4500,2006.0,39,2,3,2,150000.0,0,0,1,4,8,34
2150,2004.0,41,2,4,2,174000.0,0,0,0,12,1,37
44900,2019.0,13,0,5,2,32246.0,0,0,2,0,9,4
6995,2004.0,39,2,3,2,138991.0,0,0,1,9,3,17
12995,2015.0,34,0,6,2,211410.0,0,0,0,8,10,19
13000,2002.0,13,0,6,0,279700.0,1,0,0,10,10,4
14000,2009.0,39,0,5,2,111000.0,5,0,0,10,10,32
4500,1999.0,7,2,5,2,179203.0,0,0,2,11,10,43
7000,1990.0,13,2,6,2,95000.0,0,0,0,6,0,3
7250,2013.0,7,0,3,2,149231.0,0,0,1,0,10,16
23000,2017.0,20,2,5,2,7500.0,4,1,0,0,0,9
3000,1988.0,13,2,5,2,75000.0,0,0,1,3,9,34
